,titles,Requirments,Experince,links,Company_name,country,city,address,job_since,company_link,full_part,job_description,job_requirement,jobs_skills,company_logo
548,Java Developer," IT/Software Development , Engineering - Telecom/Technology , Computer Science , Information Technology (IT) , Java , Software Development , SQL , JavaScript , Computer Engineering , J2ee", 2 - 4 Yrs of Exp ,https://wuzzuf.net/jobs/p/y4NHOLpmA6fV-Java-Developer-Giza-Egypt?o=549&l=sp&t=sj&a=data science|search-v3,Confidential, Egypt , Giza,Smart Village,2 months ago,Confidential,Full Time,"Job Description
A well-known software company located in Smart Village is looking for Qualified Java Developers to join their outstanding Software developers team.
As a Java Developer you will be responsible for analyzing user requirements and business objectives, determining application features and functionality and recommending changes to existing Java-based applications, among other duties.
Your day-to-day tasks as a Java developer will vary depending on your level of ownership over one application or many. 
Interested in our opportunity?
Enjoy being yourself and come join our innovative Team!
Main Responsibilities & Duties
Contribute in all phases of the development lifecycle
Write well designed, testable, efficient code
Ensure designs are in compliance with specifications
Prepare and produce releases of software components
Support continuous improvement by investigating alternatives and technologies and presenting these for architectural review","Job Requirements
Requirements
Education
BSc/BA in Computer Science, Engineering or a related field.
Experience
Extensive technical experience and development expertise in Core Java, J2EE, JSP, Servlets, Struts, Web services, Spring, Hibernate, JavaScript, and AJAX.
Experience in using Java frameworks - Spring or similar frameworks, and jQuery.
Strong backend experience to develop Data Layer using at least one of the frameworks like Hibernate, JPA etc.
Good knowledge of database concepts with working knowledge on SQL and Stored Procedures.
Object Oriented analysis and design using common design patterns.
Contributing in all phases of the development lifecycle.
Writing well-designed, efficient, and testable code.
Conducting software analysis, programming, testing, and debugging.
Experience with test-driven development.
Experience working in an Agile/Scrum development process.
Languages
Fluent in English - written and spoken.
Behavioral Competencies
Excellent troubleshooting and communication skills.
Attention to detail.
Analytical thinker: resolve problems with a strong focus on attention to detail.
Adaptable: cope with the unexpected, manage problems.
Organization: self-motivated with good time management skills to manage own workload.","['IT/Software Development', 'Engineering - Telecom/Technology', 'Computer Science', 'Information Technology (IT)', 'Java', 'Software Development', 'SQL', 'JavaScript', 'Computer Engineering', 'J2ee', 'JSP', 'Web Services', 'jQuery', 'Software']",Confidential
549,Technical Team Lead (.Net)," IT/Software Development , Operations/Management , Engineering - Telecom/Technology , ASP.Net , .Net , Computer Science , Design , Engineering , HTML5 , Information Technology (IT)", 5 - 12 Yrs of Exp ,https://wuzzuf.net/jobs/p/yMPsJYHupFG1-Technical-Team-Lead-Net-BI-Technologies-Cairo-Egypt?o=550&l=sp&t=sj&a=data science|search-v3,BITechnologies, Egypt , Cairo,New Cairo,2 months ago,https://wuzzuf.net/jobs/careers/BI-Technologies-Egypt-14526,Full Time,"Job Description
Technically manage and lead the development team.
Controlling all stages of the development life cycle, specially support phase.
Drafting analytical reports on user requirements and new task requirements and their impact on the internal workflow.
Review case requirements and provide feedback.
Provide code reviews to contribute to continuous improvement.
Escalate time, cost, or quality implications to the development manager.
Lead technical knowledge transfer where necessary.
Analyze existing solutions to provide recommendations on improvements.
Receiving user feedback and data modification requests, solving bugs, and handling client complaints.
Coaching, guiding, and providing regular feedback to the team to enable successful outcomes.
Being a liaison between the team, the management and the business unit.","Job Requirements
Bachelor Degree of Computer engineering or Computer Science
At least five years of experience as a team lead
Very good Knowledge in Database design (Data modeling, Process Modeling, database design, ERD & DFD) methodology is a must.
Expert in .net framework technology and concepts.
Expert in programming with C#, ASP.Net MVC and WebAPI
Proficient understanding of web markup, including HTML5, CSS3
Proficient understanding of client-side scripting and JavaScript frameworks, including Angular2+ and jQuery.
Expert in ADO.NET and Entity Framework.
Worked of the development of Business applications and (Or) ERP Solutions.
Expert in Microsoft SQL server development
Expert in database performance optimization techniques.
Expert in object-oriented programming and design techniques.
Very good knowledge in SOLID Principles and Design Patterns.
Strong analytical and estimation skills with the ability to quickly debug application problems and provide short- & long-term solutions","['IT/Software Development', 'Operations/Management', 'Engineering - Telecom/Technology', 'ASP.Net', '.Net', 'Computer Science', 'Design', 'Engineering', 'HTML5', 'Information Technology (IT)', 'JavaScript', 'MVC', 'team lead', 'leader', 'jQuery', 'Software Development', 'Computer Engineering', 'SQL']",https://images.wuzzuf-data.net/files/company_covers/thumbs/28727824262a9e2c87041c.png
550,Senior IOS Developer," IT/Software Development , Engineering - Telecom/Technology , iOS , iOS Development , Mobile Development , Mobile Developing", 3 - 10 Yrs of Exp ,https://wuzzuf.net/jobs/p/ROJHt28M1FEy-Senior-IOS-Developer-Giza-Egypt?o=551&l=sp&t=sj&a=data science|search-v3,Confidential, Egypt , Giza,Dokki,17 days ago,Confidential,Full Time,"Job Description
  Developer will be responsible of  coding, developing ,enhancing and documenting IOS Mobile applications.
 Proficient understanding of MVC, MVVM and VIPER.
Experience with Swift, Objective-C, Cocoa Touch, XML and JSON.
Experience with design patterns and object-oriented concept.
Experience with offline storage, threading, and performance tuning.
 Proficient in code versioning tools (such as Git).
Familiarity with RESTful APIs to connect iOS applications to back-end services.
Understanding of Apple’s design principles and interface guidelines.
Familiarity with SwiftUI.
Understanding the “deploying apps process” on App Store.
    ","Job Requirements
Bachelor’s degree in any field, preferably computer science or engineering.
Min 3+ years of relevant experience.
Experience with design patterns and object-oriented concept.
Experience with Core Data and Core Animation .
Experience integrating with third-party libraries such as video and display advertising.
Excellent Experience in Objective-C or Swift.
Fluent in Arabic and English Language.
 ","['IT/Software Development', 'Engineering - Telecom/Technology', 'iOS', 'iOS Development', 'Mobile Development', 'Mobile Developing']",Confidential
551,Software Architect," IT/Software Development , Engineering - Telecom/Technology , AWS , Java , Software Development , Software , Python , Information Technology (IT) , Angular , Design", 8 - 10 Yrs of Exp ,https://wuzzuf.net/jobs/p/MhD6IuFoWYXI-Software-Architect-ARROW-Electronics-Cairo-Egypt?o=552&l=sp&t=sj&a=data science|search-v3,ARROW Electronics, Egypt , Cairo,Nasr City,2 months ago,https://wuzzuf.net/jobs/careers/Silicon-Egypt-Egypt-4159,Full Time,"Job Description
Collaborate with other professionals to determine functional and non-functional requirements for new software or applications
Use tools and methodologies to create representations for functions.
Develop high-level product specifications with attention to system integration and feasibility
Define all aspects of development from appropriate technology and workflow to coding standards
Successfully communicate all concepts and guidelines to the development team
Oversee progress of the development team to ensure consistency with the initial design
Provide technical guidance and coaching to developers
Ensure software meets all requirements of quality, security, modifiability, extensibility, etc.
Approve final product before launch","Job Requirements
Requirements and skills
Proven experience as a software architect
Experience in software development and coding in various languages (Java, and python)
Excellent knowledge of software and application design and architecture
Excellent knowledge of UML and other modeling methods
Excellent in Design patterns
Excellent in databases (SQL – NO-SQL)
Excellent analytics abilities
Excellent performance tuning abilities
Excellent in large-scale systems architecture
Excellent in system integration techniques
Familiarity with Front-end frameworks like [React – Angular]
A technical mindset with great attention to detail
High-quality organizational and leadership skills
Outstanding communication and presentation abilities
MSc/MA in computer science, engineering, or relevant field
Preferred requirements:
Experience with Data processing techniques using Apache Spark Experience with AWS services and solutions","['IT/Software Development', 'Engineering - Telecom/Technology', 'AWS', 'Java', 'Software Development', 'Software', 'Python', 'Information Technology (IT)', 'Angular', 'Design', 'SQL', 'Computer Science', 'Engineering']",https://images.wuzzuf-data.net/files/company_logo/ARROW-Electronics-Egypt-4159-1647441087.png
552,Senior Java Developer," IT/Software Development , Engineering - Telecom/Technology , Design , Java , Software , SQL , Spring , Computer Science , Information Technology (IT) , Git", 3 - 5 Yrs of Exp ,https://wuzzuf.net/jobs/p/TgYPu3p23XkN-Senior-Java-Developer---Banha-ARROW-Electronics-Qalubia-Egypt?o=553&l=sp&t=sj&a=data science|search-v3,ARROW Electronics, Egypt , Qalubia,Banha,2 months ago,https://wuzzuf.net/jobs/careers/Silicon-Egypt-Egypt-4159,Full Time,"Job Description
Implement, debug, configure, build, deploy and test applications.
Implement: implement new requirements, handle change requests, and fix bugs for different releases. Should deliver a high-quality and functioning code.
Debug: ability to track and debug the code to easily figure out issues' root causes.
Configure: put configuration layering, change application configuration on different environments, and maintain and manage different configuration files.
Build: knowledge of  how to write build scripts (e.g. using ant or maven) and how to configure nightly building tools (e.g. Jenkins)
Deploy deployment automation, how to easily deploy applications on different environments and operating systems.
Test: writing unit tests, knowledge of unit tests frameworks (Junit, TestNG), and working with test-driven methodology
Technical design, decision making, analysis, and research.
Design: participate, propose and find the most suitable solutions using design, enterprise, or architectural patterns. A software engineer should have knowledge of different development methodologies and practices (e.g. TDD, extreme programming, pair programming, n-tier architecture).
Decision making: help the team leaders and managers in technical decision making (e.g. most preferred UI technologies that best match a specific problem statement)
Analysis and research: stay updated with new technologies and solutions for different problems, quick research is required.
Ability to quickly analyze and provide solutions to business and technical problems.
Task breaking down, setting tasks priorities, using JIRA, task estimation, and following releases policies and rules
Setting priorities: discuss and understand priorities with the leader.
JIRA: regular access and updates on JIRA, guiding other team members about how to use JIRA.
Task break down: distinguish and understand the difference between epics, stories, and tasks. Breaking tasks into smaller tasks as possible as could be.
Estimation: provide roughly and almost accurate estimates for the assigned tasks, stick to due dates and meet the deadlines, estimating according to the smallest tasks in a given sprint.
Other teams support and collaborate, training,
Collaborate not only within the team but with other teams.
Support and help could be required including shifting between teams in different releases.
Training and guidance: knowledge transfer, training sessions, and guiding other colleagues.","Job Requirements
3+ years of experience in Java software development.
Bachelor’s degree in Computer Science or equivalent education in the form of work experience at similar technology positions
Technical skills required:
Strong knowledge of AngularJS V2 or plus and NodeJS
OOP concepts and design patterns
Continuous Integration
JSE/J2SE
Application Servers (Apache Tomcat, and one of the enterprise application servers e.g. WebLogic, JBoss, WebSphere, Glassfish, OC4J)
JavaScript (Basics, AJAX)
Database (Native SQL, DB design and ERD, Oracle, MySQL)
ORM (JPA, Hibernate)
Web Services (REST and SOAP web services basics)
Clean Code (Code quality standards)
Unit Test and frameworks (Junit)
XML (XSD, DTD, XML)
Build Tools (Maven)
Source/Revision Control (GIT or SVN)
Preferred to have:
GWT
Big Data (Hadoop, Hive, Sqoop, any NoSQL database like Hbase or MongoDB)
Search Frameworks (Apache Solr, ElasticSearch)
General (Security, Aspect Oriented)
Issue Tracking   (JIRA)","['IT/Software Development', 'Engineering - Telecom/Technology', 'Design', 'Java', 'Software', 'SQL', 'Spring', 'Computer Science', 'Information Technology (IT)', 'Git', 'JavaScript', 'MySQL', 'Software Development', 'Software Engineering', 'XML']",https://images.wuzzuf-data.net/files/company_logo/ARROW-Electronics-Egypt-4159-1647441087.png
553,Database Administrator," IT/Software Development , Engineering - Telecom/Technology , Computer Science , Information Technology (IT) , Microsoft SQL Server , SQL , SQL Server , Database , SSRS , Oracle", 2 - 5 Yrs of Exp ,https://wuzzuf.net/jobs/p/b58hzgTNqnET-Database-Administrator-Othaim-Cairo-Egypt?o=554&l=sp&t=sj&a=data science|search-v3,Othaim, Egypt , Cairo,Maadi,2 months ago,https://wuzzuf.net/jobs/careers/Othaim-Egypt-78556,Full Time,"Job Description
Familiarity with database queries.
Knowledge of database design and theories.
Knowledge of database structure languages, such as Microsoft SQL Server .
Moderate experience in SQL Server relational database management systems (2008 R2, 2016, 2019) .
Extensive understanding and knowledge in data analytics and reporting (TSQL, SSRS, Power BI, etc).
Hands on SSIS and ETL processes automation
Experience with Windows Operating Systems is a plus (Server 2008 R2/2016/2019)
Experience implementing, managing, and troubleshooting Always on High Availability
Ability to work with data architects and other IT specialist to set up, maintain and monitor data networks
Experience with server installation and maintenance.
Familiarity with database management best practices.
Knowledge of IT security best practices.
Experience with a variety of computer information systems.
Excellent attention to detail.
Strong knowledge of RDBMS, normalization, and referential integrity
Problem-solving and critical thinking.
Ability to explain complex ideas in simple terms.
Good multitasking abilities.","Job Requirements
Database Administration
 Knowledge of database structure languages, such as Microsoft SQL Server .
Moderate experience in SQL Server relational database management systems (2008 R2, 2016, 2019) .
Extensive understanding and knowledge in data analytics and reporting (TSQL, SSRS, Power BI, etc).Bachelor holder, prefer engineering or information technology faculties.
Understands disaster recovery procedures and how they apply to SQL","['IT/Software Development', 'Engineering - Telecom/Technology', 'Computer Science', 'Information Technology (IT)', 'Microsoft SQL Server', 'SQL', 'SQL Server', 'Database', 'SSRS', 'Oracle', 'Database Administration (DBA)', 'MS SQL Server']",https://images.wuzzuf-data.net/files/company_logo/49510256863032fc7d78d5.jpeg
554,Senior Frontend (Angular+2) Developer," IT/Software Development , Engineering - Telecom/Technology , Agile , AJAX , Angular , Computer Science , CSS , Engineering , HTML , Information Technology (IT)", 5 - 6 Yrs of Exp ,https://wuzzuf.net/jobs/p/wBKcbupczVA0-Senior-Frontend-Angular2-Developer---Madar-Obeikan-Digital-Solutions-Cairo-Egypt?o=555&l=sp&t=sj&a=data science|search-v3,Obeikan Digital Solutions, Egypt ,Cairo,Cairo,2 months ago,https://wuzzuf.net/jobs/careers/Obeikan-Digital-Solutions-Egypt-78342,Full Time,"Job Description
Designing, building and maintaining Website and Web-based applications.
Collaborate and work with backend developers on the needs of projects.
Determining user needs by analyzing technical requirements.
Write clean, secure, easily maintainable and modular codes.
Build reusable code and libraries for future use.
Troubleshoot and debug applications.
Perform backend tests to optimize performance.","Job Requirements
Bachelor's Degree in Computer Science/Engineering or related field.
5+ years of experience (3+ years of experience in Angular+2)
Very Good English Level.
Experience in Angular+2 Principles SSR, Guards, Resolvers, Lazy-Loading, etc.
Experience in JavaScript and TypeScript is a must.
Experience in WebPack.
Experience working with remote data via RESTful and JSON and security
Experience in web technologies including HTML, CSS, SASS, Javascript, AJAX etc.
Very Good Knowledge of OOP Principleswebp
Very Good Knowledge of Data-Structure Principles
Very Good Knowledge of GIT
Good knowledge of CI/CD concepts and implementations.
Familiarity with agile development methodologies
Nice to have Experienced for Azure Cloud service stack","['IT/Software Development', 'Engineering - Telecom/Technology', 'Agile', 'AJAX', 'Angular', 'Computer Science', 'CSS', 'Engineering', 'HTML', 'Information Technology (IT)', 'Software Development', 'JSON', 'Sass', 'JavaScript', 'Typescript', 'Webpack']",https://images.wuzzuf-data.net/files/company_logo/75835273362b2d1d1eed3a.jpeg
555,BMC Remedy ITSM Consultant," IT/Software Development , Engineering - Telecom/Technology , BMC , BMC Remedy , Computer Science , Information Technology (IT) , Computer Engineering", 3 - 7 Yrs of Exp ,https://wuzzuf.net/jobs/p/dPxlxt451QLx-BMC-Remedy-ITSM-Consultant-ITS-Cairo-Egypt?o=556&l=sp&t=sj&a=data science|search-v3,ITS, Egypt ,Cairo,Cairo,3 days ago,https://wuzzuf.net/jobs/careers/ITS-Egypt-29055,Full Time,"Job Description
Responsible for the operation, maintenance, and second level support activities for Remedy service as well as SAP/BMC analytics reporting service summarized as below:
Data activation and onboarding of new customers to the Remedy system.
Managing customers’ data, bought products, CIs, and contracts, and making sure they are imported successfully from Salesforce system to Remedy system.
Configuring new products as per banking requirements with its related groups, users, operational categories and access to customers and internal teams to the new product.
Configuring new customers SLAs and maintaining the current SLA for current customers.
Managing Remedy and Reporting users, groups, and access rights as per the company policy.
Troubleshooting system issues in both mid-tier and application tier.
Ensure that all incidents and problem tickets created by customers and internal teams are resolved within the agreed SLA and OLA.
Check the service restoration after any change in the data center infrastructure.
Deploying security batches, bug fixes that are being released by the vendor.
Designing and scheduling SAP/Analytics reports for customers, team leaders, and management.
Remedy and Reporting services daily health checkup.
Updating servers’ operating systems monthly. 
Support the on-call activities as per the 24/7 model.","Job Requirements
BSc of Computer Science or equivalent
3-7 years’ of relevant experience .
Excellent communication skills.","['IT/Software Development', 'Engineering - Telecom/Technology', 'BMC', 'BMC Remedy', 'Computer Science', 'Information Technology (IT)', 'Computer Engineering']",https://images.wuzzuf-data.net/files/company_covers/thumbs/fec6f179a65a796d0cd9eba5a236acfc.jpeg
556,Senior Front End Developer," IT/Software Development , Engineering - Telecom/Technology , VueJS , JavaScript , UI Design , Agile , HTML5 , Vue.js , CSS , AJAX", 4+ Yrs of Exp ,https://wuzzuf.net/jobs/p/KvGu2KsBv22I-Senior-Front-End-Developer-MTS-Cairo-Egypt?o=557&l=sp&t=sj&a=data science|search-v3,MTS, Egypt , Cairo,Heliopolis,5 days ago,https://wuzzuf.net/jobs/careers/MTS-Egypt-38423,Full Time,"Job Description
Responsibilities:
Mandatory experience with VueJS and deep understanding of Javascript concepts and data structure.
Debugging Test, Deploy, and Maintain applications.
Monitoring and improving front-end performance;
Act as an expert on applications and provide technical support;
Upgrading existing applications to keep the project up to date with the latest technology;
Maintain existing project structure to make the development process more effective and easy;
Build reusable code and libraries for future use.","Job Requirements
BS degree in Computer Science, Engineering or a related subject;
+4 years of software development experience, and strong proficiency in JavaScript, and Vue.js;
Hands-on experience in building Large-scale UI/Web applications;
Experience with Agile development methodologies.
Proficient in JavaScript, HTML5, &CSS;
Proficient in Vue.js, Vuex, Nuxt.js, & BootstrapVue;
Experience in Node.JS, REST, Web Sockets, Ajax.
Dealing with API, Postman;
Understanding of server-side rendering and its benefits and use cases;
Knowledge of functional programming and object-oriented programming paradigms.
Version control/Git;
Familiarity working closely with UX and Visual Designers in a dynamic environment.
A good understanding of CI/CD.
A good understanding of code versioning tools, such as GIT.
Strong digital portfolio.
Good command of both written and spoken English.","['IT/Software Development', 'Engineering - Telecom/Technology', 'VueJS', 'JavaScript', 'UI Design', 'Agile', 'HTML5', 'Vue.js', 'CSS', 'AJAX', 'UX', 'UI', 'Software Development', 'Information Technology (IT)', 'Telecom Engineering']",https://images.wuzzuf-data.net/files/company_covers/thumbs/0d1449f8ec8164265c17e69209b188a9.jpeg
557,Raw Material and PM Manager," Quality , Pharmaceutical , Lab , Materials , Pharmaceutical , Raw Materials , Microsoft Office , PM", 8 - 12 Yrs of Exp ,https://wuzzuf.net/jobs/p/VwK0IBaCXxZ1-Raw-Material-and-PM-Manager-APEX-Pharma-Cairo-Egypt?o=558&l=sp&t=sj&a=data science|search-v3,APEX Pharma, Egypt , Cairo,Badr City,2 months ago,https://wuzzuf.net/jobs/careers/APEX-Pharma-Egypt-26371,Full Time,"Job Description
Guide daily activities in QC RM & PM labs according to approved plans.
Assist QC senior manager in setting the RM & PM sampling & analysis plan.
Check Sampling and Receiving of R.M. & PM Samples. 
Review R.M & P.M. Test Method 
Following Implementation of R.M. Retest Plan and Standardization of Working Standard.
Review Results, raw data and COA of R.M. &PM samples
Provide guidance to subordinates for execution of Chemical and Physical Analysis for samples according to T.M.
Raise reviewed documents & COAs to the QC Senior Manager for final approvals.
Responsible for creating training plans, provide necessary training of personnel inside RM & PM lab & act as the Training Responsible Person.
Act as the ISO Responsible Person in all relevant internal & external audits ( ISO 9001 , ISO 14001 , ISO 45001 , ISO 17025 )       ","Job Requirements
Bachelor degree of Pharmaceutical sciences.
Experience Minimum 8 Years in relevant position in reputable company.
Excellent Knowledge in pharmaceutical starting material RM &PM analysis techniques & Lab Instrument applications.
Excellent Knowledge of CGMP , GLP & GDP .
Experience in method validation of Raw materials.
Growth mindset.
Strong Leadership and Managerial skills.
Excellent organizational skills and attention to detail.
Strong analytical and problem-solving skills.
Proficient with Microsoft Office.","['Quality', 'Pharmaceutical', 'Lab', 'Materials', 'Pharmaceutical', 'Raw Materials', 'Microsoft Office', 'PM']",https://images.wuzzuf-data.net/files/company_logo/APEX-Pharma-Egypt-26371-1612686893.jpg
558,Senior PHP Developer," Installation/Maintenance/Repair , IT/Software Development , Engineering - Telecom/Technology , PHP , MySQL , Web Development , Web Design , Development , Linux , Symfony2", 3+ Yrs of Exp ,https://wuzzuf.net/jobs/p/4TPuPhuT9zLQ-Senior-PHP-Developer---Laravel-Cairo-Egypt?o=559&l=sp&t=sj&a=data science|search-v3,Confidential, Egypt , Cairo,Maadi,2 months ago,Confidential,Full Time,"Job Description
If you think your code quality is 50/50, or not bad, or OK, please feel free to close this page and move on, we are very picky and we focus A LOT on building high quality software.
We are looking for an Expert Php Developer who has advanced experience with one or more of the following frameworks (Laravel)
Our ideal candidate should be ready to get challenged by working on some of the most complex problems.
We are not looking for an average developer, we want someone who is looking for a real challenge and who is willing to learn because most of what we build is new and has not been done before.
Expect to work on a database that has tables with more than 100 Million records, so think scalability, efficiency, and speed.
Also, get ready to participate in writing some unique algorithms that will be built specifically to solve problems that consumer face here in Egypt.
We don't copy and paste solutions, therefore we don't expect you to copy and paste code, this is serious stuff and we promise that you will go home every day exhausted and humbled by the challenges you will face. Expect to learn a lot !
Sounds interesting? You might be the right person for this position. Yallah, looking forward to meeting you.
We careless about your degrees, certificates, or your educational background. Show us the code!
Responsibilities:
Write clean, well-designed code
Produce detailed specifications
Troubleshoot, test and maintain the core product software and databases to ensure strong optimization and functionality
Contribute in all phases of the development lifecycle
Develop and deploy new features to facilitate related procedures and tools if necessary","Job Requirements
The candidate MUST have:
Experience in PHP (3+ Years) preferably PHP5
Experience in one of the well known MVC frameworks
Git
AngularJS
The following Skills are a Plus:
Symfony
MongoDB
AWS (Amazon Cloud)
ElasticSearch
Docker
Jenkins
Skills and Technical Qualifications
Ability to hand-code HTML and CSS.
Good understanding of database design basics and MySQL querying.
Solid experience with Javascript and one or more JS frameworks.
Experience with API design, AJAX-style asynchronous loading and statistical and graphical visualization.
Experienced in building and/or consuming web services/APIs.
Ability to create and use new libraries.
Familiarity with Linux OS and passion for open source technologies
Personal Qualities
We are looking for Bright, able to take responsibility of different tasks and deliver in timely manner.
You should have an eye for details with passion for data and statistics is a strong plus.
Fast Learner, interested in new technologies and self-motivated.
If you are a Full-stack web developer who understands the wide spectrum work value and responsibility, able to respond quickly to challenges, and interested in the growth of your skills and experience, apply now. Incomplete application will not be considered.","['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'PHP', 'MySQL', 'Web Development', 'Web Design', 'Development', 'Linux', 'Symfony2', 'Mongo', 'Angular', 'PHP5', 'Laravel', 'Information Technology (IT)', 'Software Development', 'Software Engineering', 'HTML', 'CSS', 'JavaScript', 'JSON', 'HTTP', 'Computer Science', 'CS', 'AWS', 'Backend', 'Frontend', 'Engineering', 'AngularJS', 'MVC', 'Elastic Search', 'Amazon', 'Startup', 'Codeigniter', 'Git', 'AJAX', 'Design', 'APIs']",Confidential
559,Senior Programmer," IT/Software Development , Engineering - Telecom/Technology , Computer Science , Development , Engineering , Information Technology (IT) , Unreal Engine , C++ , CSS", 5+ Yrs of Exp ,https://wuzzuf.net/jobs/p/8ZTnwm5YTmik-Senior-Programmer-Limbic-Entertainment-Cairo-Office-Cairo-Egypt?o=560&l=sp&t=sj&a=data science|search-v3,Limbic Entertainment (Cairo Office), Egypt , Cairo,Heliopolis,2 months ago,https://wuzzuf.net/jobs/careers/Limbic-Entertainment--Cairo-Office--Egypt-72628,Full Time,"Job Description
Limbic Entertainment is seeking a talented and experienced Senior Programmer (m/f/d) to join our team.
As a Senior Programmer you have great passion for game development. You have already worked for several years in professional environments and shipped several products. With this know-how you will be a key player in our agile setup and a central spokesperson for the team. You will have a strong ownership on game development steps and will be the main contact for leads and management.

Your tasks will include:
Planning and implementing gameplay functionalities
Working on and contributing to our Unreal Engine version
Improving and controlling the game performance
Creating and estimating tasks and user stories
Maintaining the product and providing bug fixes
Evaluating new technologies and plugins
Being the main contact person for other programmers providing support and training
Communicating with and supporting other departments","Job Requirements
Several years of experience in game development, preferably PC/Console games.
Several released products.
Professional experience with Unreal Engine is a plus.
Advanced C++ skills and well acquainted with Visual Studio.
Familiar with CPU and GPU performance analysis tools eg. PIX, UE4 Profiler, NSight, Intel Frame Analyzer.
Experienced in development environments, standards and technologies such as OOP, Design Patterns, Test Driven Development, UML, etc.
Deep comprehension of code and data optimization to improve performance and memory usage.
Quick familiarization with big code bases and maintenance of third party code.
A problem solver with a positive attitude towards complex problems.
High affinity to games, internet and emerging technologies.
Fluent in English.","['IT/Software Development', 'Engineering - Telecom/Technology', 'Computer Science', 'Development', 'Engineering', 'Information Technology (IT)', 'Unreal Engine', 'C++', 'CSS']",https://images.wuzzuf-data.net/files/company_covers/thumbs/15638930796224b5b24942d.jpeg
560,Senior IT Applications Specialist," IT/Software Development , Applications , Information Technology (IT) , IT , Computer Science , Software Development", 7 - 15 Yrs of Exp ,https://wuzzuf.net/jobs/p/rSasS6QcLgbg-Senior-IT-Applications-Specialist-GEMS-Education-Giza-Egypt?o=561&l=sp&t=sj&a=data science|search-v3,GEMS Education, Egypt , Giza,6th of October,2 months ago,https://wuzzuf.net/jobs/careers/GEMS-Education-Egypt-42339,Full Time,"Job Description
An International American (IB) School in October is looking to hire IT Applications Senior Specialist to:
Review new solutions ensuring the new software complies with the school’s software policy.
Ensure new software is compatible with the school’s software and hardware.
Determine and analyze various processes/systems/business requirements and implement changes for improvement
Plan/Manage all processes for integrating applications that are important to business operations and employee productivity
Manage all application installations/updates/upgrades
Manage application securities.
Manage online teachers/students subscriptions, following up with procurement for renewals
Daily monitoring of all applications providing regular feedback.
Work closely with Service Desk and Infrastructure Team to ensure prompt solutions
Monitor and maintain existing solutions to ensure expectations and requirements are being met.
Analyze business requirements and develop enhancements.
Ensure teacher/students Schedules are gathered, uploaded and synchronized across all school management systems and learning platforms
Ensure report cards data are gathered, uploaded and synchronized across all school management systems and learning platforms, Ensuring data integrity for student grades
Manage transcripts changes according to requirements, including the calculation and reporting of the students’ grades and GPAs
Managing Project Life Cycles
Prepare and maintain all documentation and evaluate it for accuracy.",No,"['IT/Software Development', 'Applications', 'Information Technology (IT)', 'IT', 'Computer Science', 'Software Development']",https://images.wuzzuf-data.net/files/company_logo/GEMS-Education-Egypt-42339-1558426423.png
561,Senior Mobile Developer," IT/Software Development , Engineering - Telecom/Technology , Android , Computer Science , Agile , Engineering , Git , Information Technology (IT) , iOS , Mobile Development", 4+ Yrs of Exp ,https://wuzzuf.net/jobs/p/GXWg1bFboQFY-Senior-Mobile-Developer-Dimofinf-Operations-Center-Cairo-Egypt?o=562&l=sp&t=sj&a=data science|search-v3,Dimofinf Operations Center, Egypt , Cairo,Nasr City,2 months ago,https://wuzzuf.net/jobs/careers/Dimofinf-Operations-Center-Egypt-56,Full Time,"Job Description
Job Details:
We are looking for a Mobile Application Developer who possesses a passion for mobile technologies and will work with the next-generation F&B e-commerce platform.
Responsibilities
Build Flutter mobile applications from Figma, invision and similar tools design tools.
Collaborate with cross-functional teams to analyze, design, and ship new features
Fully responsible for mobile app development in the team.
Build and publish applications in app stores
Implement new technologies to maximize application performance.","Job Requirements
Has developed apps in Flutter and published them live on Android and iOS stores.
Unit and integration testing experience.
Familiarity with CI/CD and test coverage.
Excellent knowledge in core Java.
Hands on experience in the full life cycle of Android application development.
Experience working with RESTful APIs.
Good Knowledge of Android SDK's.
Hands on experience working with Push Notifications services and their integrations.
Strong knowledge in Android Studio and Gradle.
Very good experience with Objective-C and iOS SDK.
Experience with memory management and caching mechanisms specific to mobile devices.
Experience working with iOS frameworks such as Core Data, Core Animation, Core Graphics and Core Text.
Experience in Payment gateway integration.
A portfolio of iOS/Android apps in the Play Store/app store.
Hands-on experience with Android studio & Gradle build system.
Experience working with Locations and Map APIs.
Proficient understanding of code versioning tools, such as Git.
Proficient understanding of Agile Methodologies is a plus.
Good understanding of SEO principles and ensuring that the application will adhere to them.
1.5 - 2 years of flutter Mobile apps development.
4+ experience with Cross-plateform Mobile Development.
A min. of 3 published apps on play and app stores.
Built E-commerce apps using flutter or other cross-plateform technologies is a huge plus.
Any nationality with Good command of English language.
Preferred to have Bachelor's degree or equivalent in Computer Science, Software Engineering or a related field.","['IT/Software Development', 'Engineering - Telecom/Technology', 'Android', 'Computer Science', 'Agile', 'Engineering', 'Git', 'Information Technology (IT)', 'iOS', 'Mobile Development', 'Software Development', 'Software Engineering', 'Telecom Engineering', 'Java']",https://images.wuzzuf-data.net/files/company_logo/Dimofinf-Operations-Center-Egypt-56.png
